-1939.550273	-2787.173127	3205.106044	-1670.122346	-6626.286402	62.562533	1123.197511	-1156.792183	-4013.501586	-467.218514	-3500.305533	170.074424	2970.032748	-4340.015869	1109.741760	604.704094	37.500000
-4091.777395	-5704.343999	6576.643178	-3448.673004	-13350.473446	-11.555852	2105.310810	1339.472990	-7767.857047	-35.516922	-6421.924403	886.514889	5595.826280	-8098.796975	2190.113329	2371.453031	38.000000
-4709.154929	-6334.216158	6170.713147	-4062.921293	-13984.883009	-598.020923	1510.776759	439.368241	-8515.791120	-349.447173	-7047.080344	130.422429	5120.717599	-8844.473522	1560.464687	1560.062356	37.000000
-3889.784681	-5556.375451	6486.364482	-3319.770493	-13214.932467	150.159019	2260.856600	-1189.515136	-8140.058296	-424.683145	-6789.990579	510.983230	5261.019499	-8477.189657	1830.451409	2001.106978	38.000000
-4659.556408	-6232.649831	6344.140332	-3955.409402	-13860.763772	-513.754846	1596.316886	2451.896960	-8018.934193	-30.174855	-6604.180527	632.040278	5486.280380	-8342.676859	1998.715341	2098.091197	35.500000
-4272.759470	-5954.281205	6194.361293	-3705.449844	-13617.129757	-232.167570	1883.022712	-1885.168479	-8637.094037	-635.594205	-7202.201450	8.627773	4947.290414	-8967.005785	1412.250270	1476.019797	39.000000
-4140.481846	-5750.790924	6530.598584	-3491.968333	-13383.621083	-45.239931	2066.821106	1269.556733	-7820.383647	-88.848184	-6471.388813	833.340089	5546.406573	-8148.216682	2136.625604	2326.615432	38.000000
-4743.911891	-6378.740833	6133.922176	-4096.426558	-14018.343570	-638.946967	1476.869163	446.833723	-8546.547120	-376.358673	-7073.053071	100.515795	5095.057797	-8869.887456	1531.295661	1537.956481	37.000000
-3907.107283	-5578.995416	6473.646340	-3340.267043	-13233.283250	135.004537	2240.449457	-1232.564596	-8175.172886	-451.460535	-6817.259707	476.606247	5231.917528	-8505.017579	1799.695408	1976.140079	38.000000
-4636.355297	-6216.355409	6369.017824	-3939.696126	-13841.563623	-495.560526	1611.672534	2465.732690	-8017.101349	-34.309928	-6601.028931	633.917824	5481.497107	-8340.553443	1999.117672	2094.000828	38.500000
-4249.111324	-5938.165598	6222.345677	-3679.231248	-13593.615722	-211.872186	1910.180081	-1842.521351	-8618.855014	-610.426141	-7177.793345	28.811399	4962.221380	-8947.492712	1430.735163	1479.149041	36.500000
-4094.280791	-5709.775473	6567.903646	-3447.264844	-13341.957431	-11.287631	2111.748113	1267.321559	-7810.034789	-66.541143	-6453.239197	844.761830	5562.186904	-8132.615165	2147.846180	2334.304432	38.500000
-4700.773025	-6318.771102	6197.870517	-4035.205130	-13959.983165	-584.654580	1539.319937	548.310643	-8493.461727	-310.644544	-7013.910355	152.461249	5156.614501	-8812.242307	1583.576391	1596.249830	38.500000
-3860.526247	-5540.081029	6502.994180	-3288.701569	-13189.183258	166.878124	2296.105301	-1211.553956	-8139.566557	-404.521871	-6779.373500	511.609079	5272.597703	-8470.595893	1833.133618	2004.213870	35.000000
-4581.392358	-6163.806458	6425.120702	-3879.324064	-13787.405346	-438.630633	1670.301160	2527.177635	-7962.138410	25.771561	-6544.523721	688.053750	5538.248186	-8285.478745	2050.705499	2142.772334	37.500000
-4219.182339	-5902.045179	6264.389308	-3651.470381	-13557.942338	-172.846040	1935.996346	-1795.001542	-8591.094147	-590.421330	-7157.341499	49.754983	4981.488583	-8931.846491	1448.482448	1488.134442	39.500000
-4042.715316	-5651.415068	6626.040533	-3399.052131	-13281.294797	55.968768	2157.792706	1290.053283	-7749.305099	-24.519864	-6402.478385	901.267040	5613.506509	-8080.669711	2201.825643	2396.732854	38.000000
-4683.249257	-6302.633143	6215.684857	-4023.850444	-13944.158130	-569.231876	1544.192617	604.279411	-8449.294680	-283.800099	-6975.577113	195.309543	5187.214039	-8775.540742	1624.413028	1635.074810	37.500000
-3848.679823	-5526.401761	6513.499500	-3278.419766	-13180.086098	179.506860	2300.307429	-1224.137989	-8131.721095	-398.889232	-6767.728241	520.616832	5282.208953	-8459.956462	1845.002394	2014.808597	39.000000
-4594.132852	-6167.159220	6412.246098	-3889.024721	-13791.115736	-442.698651	1667.037805	2528.831664	-7952.035421	30.890111	-6534.577195	700.101340	5549.021727	-8271.017166	2063.893028	2160.989006	38.500000
-4232.660441	-5926.699153	6234.706191	-3667.138954	-13585.323225	-197.164738	1922.786465	-1797.013199	-8593.731653	-574.976274	-7152.647633	52.213675	4997.939467	-8921.408227	1457.445497	1509.994448	39.000000
-4087.955247	-5703.628743	6569.580027	-3447.421306	-13341.800969	6.325544	2112.105741	1203.283811	-7785.939608	-53.241855	-6437.436514	867.135926	5583.868096	-8110.129310	2169.728538	2362.713499	37.000000
-4731.081990	-6360.613568	6163.739403	-4074.320683	-14005.267800	-624.150112	1493.252992	590.130757	-8498.669684	-329.196492	-7027.276698	146.403926	5138.174312	-8823.038199	1575.015673	1584.068130	41.000000
-3915.980925	-5596.943867	6445.796066	-3347.307843	-13253.913910	112.004591	2233.006326	-1311.153330	-8188.382767	-455.260331	-6826.289812	464.536305	5222.641554	-8516.707542	1788.832461	1952.961320	38.500000
-4669.793507	-6245.367973	6332.785646	-3962.606664	-13874.420687	-519.387486	1589.879583	2449.594730	-8028.925422	-51.319605	-6615.646972	622.205510	5463.727470	-8350.432915	1982.666788	2072.029063	37.000000
-4318.647601	-6005.064369	6169.707319	-3746.733516	-13668.270548	-273.026559	1842.968386	-1858.145220	-8672.141572	-655.219037	-7233.002154	-25.749210	4913.472225	-9002.388597	1379.996703	1423.850825	38.500000
-4139.006631	-5754.791886	6509.230317	-3497.265696	-13393.947589	-49.375004	2058.618016	1113.429798	-7852.301938	-128.857807	-6503.128291	805.467463	5508.743883	-8175.999901	2108.283592	2295.524156	37.500000
